2.216707776372961807250977e+10,0.000000000000000000000000e+00,0.000000000000000000000000e+00,0.000000000000000000000000e+00,-1.108353888186481148004532e+08,1.108353888186480998992920e+08,-2.216707776372961807250977e+10,0.000000000000000000000000e+00,0.000000000000000000000000e+00,0.000000000000000000000000e+00,1.108353888186481148004532e+08,-1.108353888186480998992920e+08
0.000000000000000000000000e+00,4.508579813899748802185059e+09,0.000000000000000000000000e+00,2.254289906949871033430099e+07,0.000000000000000000000000e+00,2.254289906949874386191368e+07,0.000000000000000000000000e+00,-4.508579813899748802185059e+09,0.000000000000000000000000e+00,-2.254289906949871033430099e+07,0.000000000000000000000000e+00,2.254289906949874386191368e+07
0.000000000000000000000000e+00,0.000000000000000000000000e+00,4.508579813899724006652832e+09,-2.254289906949863210320473e+07,-2.254289906949862092733383e+07,0.000000000000000000000000e+00,0.000000000000000000000000e+00,0.000000000000000000000000e+00,-4.508579813899724006652832e+09,2.254289906949863210320473e+07,-2.254289906949862092733383e+07,0.000000000000000000000000e+00
0.000000000000000000000000e+00,2.254289906949871033430099e+07,-2.254289906949863210320473e+07,4.121719197627447079867125e+06,1.127144953474931535311043e+05,1.127144953474935609847307e+05,0.000000000000000000000000e+00,-2.254289906949871033430099e+07,2.254289906949863210320473e+07,-4.121719197627447079867125e+06,1.127144953474931535311043e+05,1.127144953474935609847307e+05
-1.108353888186481148004532e+08,0.000000000000000000000000e+00,-2.254289906949862092733383e+07,1.127144953474931535311043e+05,5.732068708452942781150341e+06,-5.541769440932405414059758e+05,1.108353888186481297016144e+08,0.000000000000000000000000e+00,2.254289906949862092733383e+07,-1.127144953474931680830196e+05,-5.506639717757956124842167e+06,5.541769440932405414059758e+05
1.108353888186480998992920e+08,2.254289906949874386191368e+07,0.000000000000000000000000e+00,1.127144953474935609847307e+05,-5.541769440932405414059758e+05,5.732068708452942781150341e+06,-1.108353888186480998992920e+08,-2.254289906949874386191368e+07,0.000000000000000000000000e+00,-1.127144953474935609847307e+05,5.541769440932404249906540e+05,-5.506639717757956124842167e+06
-2.216707776372961807250977e+10,0.000000000000000000000000e+00,0.000000000000000000000000e+00,0.000000000000000000000000e+00,1.108353888186481297016144e+08,-1.108353888186480998992920e+08,2.216707776372961807250977e+10,0.000000000000000000000000e+00,0.000000000000000000000000e+00,0.000000000000000000000000e+00,-1.108353888186481148004532e+08,1.108353888186480998992920e+08
0.000000000000000000000000e+00,-4.508579813899748802185059e+09,0.000000000000000000000000e+00,-2.254289906949871033430099e+07,0.000000000000000000000000e+00,-2.254289906949874386191368e+07,0.000000000000000000000000e+00,4.508579813899748802185059e+09,0.000000000000000000000000e+00,2.254289906949871033430099e+07,0.000000000000000000000000e+00,-2.254289906949874386191368e+07
0.000000000000000000000000e+00,0.000000000000000000000000e+00,-4.508579813899724006652832e+09,2.254289906949863210320473e+07,2.254289906949862092733383e+07,0.000000000000000000000000e+00,0.000000000000000000000000e+00,0.000000000000000000000000e+00,4.508579813899724006652832e+09,-2.254289906949863210320473e+07,2.254289906949862092733383e+07,0.000000000000000000000000e+00
0.000000000000000000000000e+00,-2.254289906949871033430099e+07,2.254289906949863210320473e+07,-4.121719197627447079867125e+06,-1.127144953474931680830196e+05,-1.127144953474935609847307e+05,0.000000000000000000000000e+00,2.254289906949871033430099e+07,-2.254289906949863210320473e+07,4.121719197627447079867125e+06,-1.127144953474931535311043e+05,-1.127144953474935609847307e+05
1.108353888186481148004532e+08,0.000000000000000000000000e+00,-2.254289906949862092733383e+07,1.127144953474931535311043e+05,-5.506639717757956124842167e+06,5.541769440932404249906540e+05,-1.108353888186481148004532e+08,0.000000000000000000000000e+00,2.254289906949862092733383e+07,-1.127144953474931535311043e+05,5.732068708452942781150341e+06,-5.541769440932405414059758e+05
-1.108353888186480998992920e+08,2.254289906949874386191368e+07,0.000000000000000000000000e+00,1.127144953474935609847307e+05,5.541769440932405414059758e+05,-5.506639717757956124842167e+06,1.108353888186480998992920e+08,-2.254289906949874386191368e+07,0.000000000000000000000000e+00,-1.127144953474935609847307e+05,-5.541769440932405414059758e+05,5.732068708452942781150341e+06
